,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,GroupAllErith_PT_0,GroupAllErith_PT_0.01,GroupAllErith_PT_0.02,GroupAllErith_PT_0.03,GroupAllErith_PT_0.04,GroupAllErith_PT_0.05,GroupAllErith_PT_0.06,GroupAllErith_PT_0.07,GroupAllErith_PT_0.08,GroupAllErith_PT_0.09,GroupAllErith_PT_0.1,GroupAllErith_PT_0.11,GroupAllErith_PT_0.12,GroupAllErith_PT_0.13,GroupAllErith_PT_0.14,GroupAllErith_PT_0.15,GroupAllErith_PT_0.16,GroupAllErith_PT_0.17,GroupAllErith_PT_0.18,GroupAllErith_PT_0.19,GroupAllErith_PT_0.2,GroupAllErith_PT_0.21,GroupAllErith_PT_0.22,GroupAllErith_PT_0.23,GroupAllErith_PT_0.24,GroupAllErith_PT_0.25,GroupAllErith_PT_0.26,GroupAllErith_PT_0.27,GroupAllErith_PT_0.28,GroupAllErith_PT_0.29,GroupAllErith_PT_0.3,GroupAllErith_PT_0.31,GroupAllErith_PT_0.32,GroupAllErith_PT_0.33,GroupAllErith_PT_0.34,GroupAllErith_PT_0.35,GroupAllErith_PT_0.36,GroupAllErith_PT_0.37,GroupAllErith_PT_0.38,GroupAllErith_PT_0.39,GroupAllErith_PT_0.4,GroupAllErith_PT_0.41,GroupAllErith_PT_0.42,GroupAllErith_PT_0.43,GroupAllErith_PT_0.44,GroupAllErith_PT_0.45,GroupAllErith_PT_0.46,GroupAllErith_PT_0.47,GroupAllErith_PT_0.48,GroupAllErith_PT_0.49,GroupAllErith_PT_0.5,GroupAllErith_PT_0.51,GroupAllErith_PT_0.52,GroupAllErith_PT_0.53,GroupAllErith_PT_0.54,GroupAllErith_PT_0.55,GroupAllErith_PT_0.56,GroupAllErith_PT_0.57,GroupAllErith_PT_0.58,GroupAllErith_PT_0.59,GroupAllErith_PT_0.6,GroupAllErith_PT_0.61,GroupAllErith_PT_0.62,GroupAllErith_PT_0.63,GroupAllErith_PT_0.64,GroupAllErith_PT_0.65,GroupAllErith_PT_0.66,GroupAllErith_PT_0.67,GroupAllErith_PT_0.68,GroupAllErith_PT_0.69,GroupAllErith_PT_0.7,GroupAllErith_PT_0.71,GroupAllErith_PT_0.72,GroupAllErith_PT_0.73,GroupAllErith_PT_0.74,GroupAllErith_PT_0.75,GroupAllErith_PT_0.76,GroupAllErith_PT_0.77,GroupAllErith_PT_0.78,GroupAllErith_PT_0.79,GroupAllErith_PT_0.8,GroupAllErith_PT_0.81,GroupAllErith_PT_0.82,GroupAllErith_PT_0.83,GroupAllErith_PT_0.84,GroupAllErith_PT_0.85,GroupAllErith_PT_0.86,GroupAllErith_PT_0.87,GroupAllErith_PT_0.88,GroupAllErith_PT_0.89,GroupAllErith_PT_0.9,GroupAllErith_PT_0.91,GroupAllErith_PT_0.92,GroupAllErith_PT_0.93,GroupAllErith_PT_0.94,GroupAllErith_PT_0.95,GroupAllErith_PT_0.96,GroupAllErith_PT_0.97,GroupAllErith_PT_0.98,GroupAllErith_PT_0.99,GroupAllErith_PT_1
1085,CKLF,0,0,159.805,1.6101e-33,1.0659e-29,-0.41166,-0.3883158,-0.365029,-0.34185,-0.31883,-0.29602,-0.27347341,-0.25124762,-0.22939317,-0.20796,-0.18701,-0.16659,-0.14675,-0.12754787,-0.10904,-0.091266,-0.074292,-0.058167,-0.042944,-0.02867525,-0.01541481,-0.0032154,0.0078701,0.017788,0.026487,0.033912,0.04001,0.04475415,0.048181,0.050341,0.051283,0.051058,0.049715,0.047303,0.04387296,0.03947382,0.034155,0.027968,0.02096,0.013182,0.00468569,-0.0044753,-0.014246,-0.024573,-0.0354,-0.046674,-0.058341,-0.0703442,-0.082631,-0.095146,-0.10783544,-0.1206443,-0.13352,-0.1464,-0.15924,-0.17198548,-0.18457,-0.19696,-0.20907652,-0.22088,-0.23231274,-0.24332002,-0.25384742,-0.26384,-0.27324,-0.28200539,-0.29007,-0.29737892,-0.30388266,-0.30953,-0.31425162,-0.31800785,-0.32073926,-0.32240171,-0.32301199,-0.32260902,-0.32123178,-0.31892,-0.31571,-0.31164415,-0.30676,-0.3011,-0.29469102,-0.28758507,-0.27982,-0.27142,-0.26245,-0.25293,-0.2429,-0.2324,-0.22147564,-0.21016083,-0.1985,-0.18652,-0.17426787,-0.16178394,-0.14910516,-0.13627,-0.12332,-0.11028939,-0.097221
1086,HCFC1,1,0,97.304,3.6874e-20,2.2545e-16,-0.26476,-0.2522361,-0.2397422,-0.22731,-0.21496,-0.20273,-0.19064861,-0.17874277,-0.16704275,-0.15558,-0.14438,-0.13347,-0.12289,-0.11265916,-0.10281,-0.093376,-0.084381,-0.075856,-0.067832,-0.06033649,-0.05339987,-0.047051,-0.04132,-0.036236,-0.031828,-0.028126,-0.025159,-0.02293159,-0.021381,-0.020434,-0.020014,-0.020048,-0.02046,-0.021177,-0.02212402,-0.023226,-0.024409,-0.025598,-0.026718,-0.027696,-0.02849151,-0.02912313,-0.029615,-0.029993,-0.030281,-0.030503,-0.030683,-0.03084788,-0.03102,-0.031226,-0.03148805,-0.03183226,-0.032283,-0.032864,-0.033601,-0.03451822,-0.03564,-0.036991,-0.03859496,-0.040478,-0.04266325,-0.04517622,-0.04804115,-0.051283,-0.054925,-0.05899335,-0.063512,-0.06850493,-0.07399744,-0.080014,-0.0865787,-0.09371658,-0.10145203,-0.10980442,-0.11876246,-0.12830375,-0.13840585,-0.14905,-0.1602,-0.17185267,-0.18397,-0.19654,-0.20953921,-0.22293886,-0.23672,-0.25086,-0.26534,-0.28013,-0.29521,-0.31056,-0.32615804,-0.34198039,-0.358,-0.37421,-0.39056907,-0.40706439,-0.42367187,-0.44037,-0.45713,-0.47394297,-0.49077
1087,SEC61B,0,0,266.358,1.944e-56,1.3542e-52,-0.41664,-0.3978905,-0.3791846,-0.36056,-0.34207,-0.32375,-0.30564312,-0.28779206,-0.27024022,-0.25303,-0.23621,-0.21981,-0.20388,-0.1884652,-0.17361,-0.15935,-0.14573,-0.13279,-0.12058,-0.10914273,-0.09851549,-0.088743,-0.079868,-0.071934,-0.064983,-0.059057,-0.054201,-0.05043706,-0.047741,-0.046077,-0.045412,-0.045711,-0.04694,-0.049063,-0.05204746,-0.05585787,-0.06046,-0.065819,-0.071902,-0.078672,-0.08609696,-0.09414016,-0.10277,-0.11194,-0.12163,-0.1318,-0.14241,-0.15343014,-0.16482,-0.17655,-0.18858917,-0.20089209,-0.21343,-0.22616,-0.23906,-0.25208536,-0.2652,-0.27838,-0.29157963,-0.30477,-0.31790691,-0.33096473,-0.34390528,-0.35669,-0.36929,-0.38167279,-0.39379,-0.40562221,-0.41712309,-0.42826,-0.43900198,-0.44930989,-0.45915004,-0.46849329,-0.47734519,-0.48572393,-0.4936477,-0.50113,-0.5082,-0.51487119,-0.52116,-0.52708,-0.53265512,-0.53790368,-0.54284,-0.54749,-0.55187,-0.55599,-0.55987,-0.56354,-0.56700013,-0.57028323,-0.5734,-0.57638,-0.57922259,-0.58195973,-0.58460587,-0.58718,-0.5897,-0.59218033,-0.59464
1088,PSMB2,0,0,356.698,6.2777e-76,4.4521e-72,-0.27104,-0.2488911,-0.2267957,-0.2048,-0.18297,-0.16133,-0.13996059,-0.11889635,-0.09819303,-0.077902,-0.058075,-0.038764,-0.02002,-0.00189511,0.01556,0.032293,0.048252,0.063387,0.077645,0.09097521,0.10332552,0.11464,0.12488,0.13398,0.1419,0.14858,0.15397,0.15803525,0.1608,0.16231,0.16257,0.16163,0.15952,0.15626,0.1518961,0.14644935,0.13995,0.13244,0.12394,0.11449,0.10412416,0.09290055,0.080878,0.068115,0.05467,0.0406,0.025964,0.01082116,-0.0047715,-0.020755,-0.03707202,-0.05366348,-0.070471,-0.087438,-0.1045,-0.12161156,-0.1387,-0.15572,-0.17260326,-0.1893,-0.20573872,-0.22187402,-0.23764339,-0.25299,-0.26785,-0.28217349,-0.2959,-0.30896281,-0.32131353,-0.33289,-0.34363587,-0.35349101,-0.36239783,-0.37030855,-0.37723711,-0.38321983,-0.38829309,-0.39249,-0.39586,-0.39841996,-0.40022,-0.40129,-0.40167137,-0.40139705,-0.4005,-0.39903,-0.39701,-0.39448,-0.39148,-0.38804,-0.38419805,-0.3799949,-0.37546,-0.37064,-0.36556654,-0.36027205,-0.35479567,-0.34917,-0.34344,-0.33763895,-0.3318
1089,TUFM,0,0,390.572,3.0291e-83,2.1616e-79,-0.20588,-0.19094,-0.1760331,-0.16119,-0.14645,-0.13184,-0.11738954,-0.10313868,-0.08911743,-0.075359,-0.061895,-0.048759,-0.035985,-0.02360343,-0.011649,-0.00015318,0.01085,0.021329,0.03125,0.04058057,0.04928793,0.057339,0.064702,0.071343,0.077229,0.082328,0.086607,0.0900356,0.092588,0.094241,0.09497,0.094751,0.093561,0.091374,0.08816828,0.08391833,0.078601,0.072191,0.064666,0.056001,0.04620509,0.03534357,0.023486,0.010704,-0.0029345,-0.017357,-0.032495,-0.04827761,-0.064634,-0.081495,-0.09878945,-0.11644753,-0.1344,-0.15257,-0.1709,-0.18931087,-0.20773,-0.2261,-0.24433419,-0.26237,-0.28014178,-0.29757247,-0.31459409,-0.33114,-0.34713,-0.36250223,-0.37719,-0.39110798,-0.40420022,-0.41639,-0.42761227,-0.4377916,-0.44685947,-0.45475817,-0.46150359,-0.46713841,-0.47170535,-0.47525,-0.47781,-0.479426,-0.48015,-0.48002,-0.47907343,-0.4773612,-0.47492,-0.4718,-0.46804,-0.46368,-0.45876,-0.45333,-0.44743508,-0.44110958,-0.4344,-0.42735,-0.41999731,-0.41239035,-0.4045698,-0.39658,-0.38846,-0.38025387,-0.37201
1090,G3BP1,0,0,415.046,1.5595e-88,1.1166e-84,-0.20359,-0.1829013,-0.162261,-0.14172,-0.12132,-0.10111,-0.0811525,-0.06148066,-0.04214777,-0.023202,-0.0046926,0.013333,0.030826,0.04773754,0.06402,0.079624,0.094502,0.10861,0.12189,0.13429405,0.14578251,0.1563,0.16581,0.17424,0.18157,0.18773,0.19268,0.19638841,0.19886,0.20011,0.20015,0.19899,0.19666,0.19316,0.18851712,0.18273379,0.17583,0.16782,0.15871,0.14853,0.13730214,0.12509328,0.11197,0.098002,0.083253,0.067793,0.051688,0.03500609,0.017814,0.00017896,-0.01783145,-0.03615005,-0.05471,-0.073443,-0.092282,-0.1111605,-0.13001,-0.14877,-0.16735718,-0.18572,-0.20378321,-0.22148283,-0.23875048,-0.25552,-0.27172,-0.28728871,-0.30216,-0.31625406,-0.32951683,-0.34188,-0.35326613,-0.36361809,-0.3728652,-0.38095234,-0.38789583,-0.39373799,-0.39852117,-0.40229,-0.40508,-0.40694046,-0.40791,-0.40804,-0.4073539,-0.40591032,-0.40375,-0.40091,-0.39743,-0.39336,-0.38874,-0.38361,-0.37801447,-0.37199612,-0.3656,-0.35886,-0.35182312,-0.344534,-0.33703308,-0.32936,-0.32157,-0.31368316,-0.30576
1091,MRPL3,0,0,404.499,2.9655e-86,2.1207e-82,-0.29974,-0.2740585,-0.2484385,-0.22294,-0.19761,-0.17253,-0.14773917,-0.12330626,-0.09928882,-0.075746,-0.052738,-0.030323,-0.008561,0.01248877,0.032767,0.052214,0.070771,0.088378,0.10498,0.12050606,0.13490813,0.14812,0.16009,0.17075,0.18005,0.18793,0.19431,0.1991823,0.20255,0.20445,0.20492,0.20399,0.2017,0.19807,0.1931323,0.18693068,0.17949,0.17085,0.16104,0.1501,0.1380609,0.12500625,0.11101,0.096136,0.080468,0.064076,0.047034,0.02941538,0.011294,-0.0072572,-0.0261637,-0.04535224,-0.064749,-0.084281,-0.10387,-0.12345343,-0.14295,-0.16228,-0.1813817,-0.20018,-0.2185875,-0.23654555,-0.25397552,-0.2708,-0.28696,-0.30236043,-0.31694,-0.33062647,-0.34334138,-0.35501,-0.36556677,-0.37492997,-0.38302863,-0.38980266,-0.39527142,-0.39948322,-0.40248639,-0.40433,-0.40506,-0.40472764,-0.40338,-0.40107,-0.39783172,-0.3937282,-0.3888,-0.3831,-0.37668,-0.36958,-0.36185,-0.35354,-0.34469878,-0.33537402,-0.32561,-0.31547,-0.30498252,-0.29420742,-0.2831906,-0.27198,-0.26063,-0.24917323,-0.23767
1092,SNU13,0,0,581.734,1.3909e-124,1.0115e-120,-0.24149,-0.2204085,-0.199378,-0.17844,-0.15764,-0.13702,-0.11664059,-0.09653321,-0.07674894,-0.057334,-0.038334,-0.019796,-0.0017661,0.01571026,0.032587,0.048817,0.064354,0.079154,0.093168,0.1063517,0.11865835,0.13004,0.14046,0.14985,0.15819,0.16542,0.1715,0.1763783,0.18005,0.18248,0.18367,0.1836,0.18224,0.17958,0.17561112,0.17030427,0.16365,0.15562,0.14621,0.1354,0.12320302,0.10970173,0.094979,0.079119,0.062205,0.044322,0.025553,0.00598344,-0.014304,-0.035224,-0.05669368,-0.07862847,-0.10094,-0.12356,-0.14638,-0.16933873,-0.19234,-0.2153,-0.23813804,-0.26077,-0.28310876,-0.30507335,-0.32657873,-0.34754,-0.36788,-0.38749916,-0.40633,-0.42427599,-0.44126125,-0.4572,-0.47200531,-0.48559603,-0.49788716,-0.50880952,-0.51838131,-0.5266525,-0.53367312,-0.53949,-0.54416,-0.54773174,-0.55025,-0.55177,-0.55233601,-0.55200324,-0.55082,-0.54884,-0.5461,-0.54267,-0.53858,-0.5339,-0.52866416,-0.5229289,-0.51674,-0.51016,-0.50322196,-0.49598601,-0.48849995,-0.48081,-0.47298,-0.46504128,-0.45705
1093,ATP5B,0,0,409.244,2.7983e-87,2.0024e-83,-0.148,-0.1303526,-0.1127483,-0.095222,-0.077814,-0.060562,-0.04350652,-0.02668582,-0.01013938,0.0060936,0.021974,0.037463,0.05252,0.06710769,0.081186,0.094715,0.10766,0.11997,0.13162,0.14256521,0.15276458,0.16218,0.17077,0.1785,0.18533,0.19122,0.19613,0.20003582,0.20293,0.20482,0.2057,0.20559,0.20448,0.20239,0.19930764,0.19524544,0.19021,0.18419,0.17721,0.16926,0.16036457,0.15056846,0.13992,0.12847,0.11626,0.10334,0.089755,0.07556218,0.060804,0.04553,0.02978647,0.01362244,-0.0029143,-0.019776,-0.036914,-0.05428045,-0.071828,-0.089508,-0.10727229,-0.12507,-0.14286309,-0.16059331,-0.17821606,-0.19568,-0.21295,-0.22995929,-0.24667,-0.26303709,-0.27900663,-0.29453,-0.30956692,-0.32406162,-0.33796868,-0.35124796,-0.3639056,-0.37596461,-0.38744802,-0.39838,-0.40878,-0.41867482,-0.42809,-0.43704,-0.44555002,-0.45364884,-0.46136,-0.4687,-0.47569,-0.48236,-0.48873,-0.49483,-0.5006704,-0.5062826,-0.51169,-0.51691,-0.52196798,-0.52688944,-0.53169579,-0.53641,-0.54106,-0.54565434,-0.55023
1094,SLC25A3,0,0,534.722,2.0664e-114,1.4965e-110,-0.28869,-0.2687326,-0.2488154,-0.22899,-0.2093,-0.18978,-0.17049374,-0.15147445,-0.13276939,-0.11442,-0.096482,-0.078989,-0.061989,-0.04552881,-0.029652,-0.014403,0.00017171,0.014029,0.027122,0.03940796,0.05084071,0.061376,0.070968,0.079573,0.087145,0.093639,0.099012,0.10323599,0.10634,0.10835,0.1093,0.10924,0.10819,0.10618,0.10325763,0.09944829,0.094788,0.089311,0.083051,0.076041,0.06831454,0.05989581,0.050811,0.041085,0.030744,0.019813,0.0083172,-0.00371707,-0.016265,-0.0293,-0.04279783,-0.05673244,-0.071078,-0.08581,-0.1009,-0.11632935,-0.13207,-0.14809,-0.1643645,-0.18088,-0.19759473,-0.21449538,-0.2315524,-0.24874,-0.26603,-0.28340665,-0.30083,-0.3182905,-0.33575024,-0.35319,-0.37057784,-0.3878947,-0.40511295,-0.42221042,-0.43918453,-0.45603984,-0.47278093,-0.48941,-0.50594,-0.52236452,-0.53869,-0.55493,-0.57108455,-0.58715398,-0.60315,-0.61906,-0.63491,-0.6507,-0.66643,-0.6821,-0.69772098,-0.71329695,-0.72883,-0.74433,-0.7597964,-0.7752353,-0.79065135,-0.80605,-0.82143,-0.83680813,-0.85218
1095,FKBP4,0,0,1028.056,2.9667e-221,2.196e-217,-0.25053,-0.2126524,-0.1748623,-0.13725,-0.099892,-0.062887,-0.02631752,0.00972872,0.0451646,0.079903,0.11386,0.14694,0.17906,0.21013673,0.24008,0.2688,0.29622,0.32223,0.34677,0.36973753,0.39104784,0.41061,0.42835,0.44417,0.45798,0.4697,0.47924,0.48653294,0.49159,0.49444,0.49508,0.49355,0.48985,0.48401,0.47604089,0.46596633,0.4538,0.43957,0.42328,0.40496,0.38466752,0.36252113,0.33866,0.3132,0.28629,0.25805,0.22862,0.19813145,0.16671,0.13448,0.10159295,0.06816456,0.034331,0.00022292,-0.034028,-0.0682891,-0.10243,-0.13632,-0.16982683,-0.20282,-0.23516529,-0.26673427,-0.29739452,-0.32701,-0.35546,-0.38260884,-0.40832,-0.43246552,-0.45491376,-0.47553,-0.49419296,-0.5107611,-0.52510638,-0.53712139,-0.54683978,-0.55434654,-0.55972673,-0.56307,-0.56445,-0.56395853,-0.56168,-0.55771,-0.55211348,-0.54498945,-0.53642,-0.52649,-0.51528,-0.50288,-0.48938,-0.47486,-0.45939495,-0.44308415,-0.42601,-0.40825,-0.38989863,-0.37103595,-0.35174796,-0.33212,-0.31224,-0.29218273,-0.27204
1096,SERBP1,0,0,871.641,2.3217e-187,1.7107e-183,-0.24662,-0.2154637,-0.1843792,-0.15344,-0.12271,-0.092277,-0.06219971,-0.03255425,-0.00341247,0.025154,0.053072,0.080271,0.10668,0.13222298,0.15683,0.18043,0.20296,0.22433,0.24447,0.26332605,0.28081139,0.29686,0.31139,0.32435,0.33564,0.34521,0.35298,0.3589198,0.36308,0.36552,0.36634,0.36559,0.36336,0.3597,0.35471178,0.34844928,0.34099,0.33241,0.32277,0.31216,0.30063201,0.28822043,0.27496,0.26089,0.24604,0.23045,0.21415,0.19718219,0.17957,0.16136,0.14257279,0.12325422,0.10344,0.083152,0.062438,0.04132777,0.019857,-0.0019411,-0.02403049,-0.046377,-0.06894586,-0.09170243,-0.114612,-0.13764,-0.16075,-0.18391185,-0.20709,-0.23024078,-0.25333989,-0.27635,-0.29923394,-0.3219595,-0.34449117,-0.36679902,-0.3888812,-0.41074605,-0.43240192,-0.45386,-0.47512,-0.49619929,-0.5171,-0.53784,-0.55841682,-0.57884393,-0.59913,-0.61928,-0.63931,-0.65921,-0.67902,-0.69872,-0.71832295,-0.73784729,-0.7573,-0.77668,-0.79600238,-0.81527596,-0.83450774,-0.85371,-0.87288,-0.89203591,-0.91118
1097,PHB2,1,0,1795.63,0.0,0.0,-0.12594,-0.093432,-0.0609942,-0.028701,0.0033755,0.035163,0.06658874,0.09758099,0.1280673,0.15798,0.18723,0.21577,0.24351,0.27037998,0.29631,0.32123,0.34507,0.36775,0.3892,0.40935299,0.42813031,0.44546,0.46128,0.4755,0.48806,0.49889,0.50791,0.51505557,0.52029,0.52356,0.52482,0.52405,0.52118,0.51619,0.50902103,0.4996414,0.48801,0.47407,0.4578,0.43914,0.41811597,0.39485631,0.36949,0.34216,0.313,0.28214,0.24971,0.2158578,0.18071,0.14441,0.1070843,0.06887182,0.029907,-0.0096744,-0.049738,-0.09014809,-0.13077,-0.17147,-0.21210818,-0.25255,-0.2926715,-0.33232479,-0.37137899,-0.4097,-0.44715,-0.48359592,-0.5189,-0.55293461,-0.58555681,-0.61663,-0.64603133,-0.67361341,-0.69924522,-0.72281497,-0.7443481,-0.76391996,-0.781606,-0.79748,-0.81162,-0.82410348,-0.835,-0.84439,-0.85234409,-0.85894146,-0.86426,-0.86836,-0.87134,-0.87326,-0.8742,-0.87424,-0.8734411,-0.87189168,-0.86966,-0.86683,-0.86347178,-0.85965937,-0.8554698,-0.85098,-0.84626,-0.84139241,-0.83645
1098,PPP4R2,0,0,29.262,6.9147e-06,0.026601,-0.16316,-0.1568102,-0.150475,-0.14417,-0.1379,-0.13169,-0.12555007,-0.11949218,-0.11353135,-0.10768,-0.10196,-0.09637,-0.090936,-0.08566861,-0.080581,-0.075688,-0.071003,-0.06654,-0.062313,-0.05833473,-0.05462035,-0.051183,-0.048037,-0.045197,-0.042675,-0.040486,-0.038643,-0.03715651,-0.03602,-0.035225,-0.034766,-0.034633,-0.03482,-0.035319,-0.03612165,-0.03722054,-0.038608,-0.040276,-0.042218,-0.044425,-0.04688721,-0.04958954,-0.052517,-0.055653,-0.058984,-0.062493,-0.066165,-0.06998584,-0.073939,-0.078009,-0.08218044,-0.08643853,-0.090768,-0.095152,-0.099577,-0.10402687,-0.10849,-0.11294,-0.11737121,-0.12177,-0.12610962,-0.13038532,-0.1345782,-0.13867,-0.14265,-0.14650598,-0.15021,-0.15376167,-0.15713451,-0.16032,-0.1632933,-0.16604848,-0.16856701,-0.17083622,-0.17285941,-0.17464569,-0.17620416,-0.17754,-0.17867,-0.17960386,-0.18034,-0.1809,-0.18128136,-0.18150034,-0.18156,-0.18148,-0.18126,-0.18092,-0.18045,-0.17988,-0.17920607,-0.17844093,-0.17759,-0.17667,-0.1756899,-0.1746514,-0.17356733,-0.17245,-0.1713,-0.17013289,-0.16896
1099,DRAP1,1,0,42.962,1.0539e-08,4.8469e-05,-0.16759,-0.1607151,-0.1538528,-0.14702,-0.14023,-0.1335,-0.12684746,-0.12028113,-0.11381839,-0.10747,-0.10126,-0.0952,-0.089299,-0.0835766,-0.078046,-0.072723,-0.067622,-0.062757,-0.058145,-0.05379816,-0.04973291,-0.045964,-0.042505,-0.039372,-0.03658,-0.034142,-0.032075,-0.03038966,-0.02909,-0.028179,-0.027659,-0.027533,-0.027803,-0.028472,-0.02954226,-0.0310169,-0.032898,-0.035189,-0.037892,-0.041009,-0.04453266,-0.04843712,-0.052695,-0.057278,-0.062159,-0.06731,-0.072705,-0.07831405,-0.084111,-0.090068,-0.09615726,-0.10235136,-0.10862,-0.11494,-0.12129,-0.12762371,-0.13393,-0.14017,-0.14632606,-0.15237,-0.15826041,-0.16398463,-0.16951009,-0.17481,-0.17985,-0.18461795,-0.18907,-0.19319015,-0.19694354,-0.20031,-0.20324696,-0.20574179,-0.20776191,-0.20928479,-0.21031772,-0.21087883,-0.21098627,-0.21066,-0.20991,-0.20876801,-0.20724,-0.20535,-0.20311998,-0.20055982,-0.19769,-0.19453,-0.1911,-0.18742,-0.18349,-0.17936,-0.17501698,-0.17049695,-0.16581,-0.16099,-0.15602951,-0.15096507,-0.1458099,-0.14058,-0.1353,-0.12998145,-0.12464
1100,GTF2H1,1,0,29.219,7.0564e-06,0.027118,-0.22097,-0.2119531,-0.2029531,-0.19399,-0.18509,-0.17626,-0.16753316,-0.15891984,-0.15044185,-0.14212,-0.13397,-0.12601,-0.11827,-0.11075868,-0.1035,-0.096509,-0.08981,-0.08342,-0.077359,-0.0716458,-0.06629991,-0.061341,-0.056787,-0.05266,-0.048976,-0.045757,-0.043021,-0.04078273,-0.039039,-0.037786,-0.037019,-0.036734,-0.036926,-0.03759,-0.03872226,-0.04031789,-0.042372,-0.044881,-0.04784,-0.051244,-0.05507834,-0.05931261,-0.063914,-0.068849,-0.074085,-0.07959,-0.085331,-0.09127435,-0.097388,-0.10364,-0.10999409,-0.11642113,-0.12289,-0.12936,-0.1358,-0.14219034,-0.14848,-0.15465,-0.16066308,-0.16648,-0.17207956,-0.17741981,-0.182471,-0.1872,-0.19158,-0.19556229,-0.19913,-0.20224329,-0.20487144,-0.20698,-0.20853907,-0.20951296,-0.20986983,-0.20958314,-0.20866298,-0.2071328,-0.20501605,-0.20234,-0.19912,-0.19538107,-0.19115,-0.18646,-0.18131169,-0.17574596,-0.16978,-0.16344,-0.15675,-0.14973,-0.1424,-0.1348,-0.12693163,-0.11883195,-0.11052,-0.10202,-0.0933598,-0.08455626,-0.07563539,-0.066621,-0.057536,-0.04840356,-0.039248
1101,TRAPPC1,0,0,37.848,1.2047e-07,0.00052164,-0.30527,-0.2963596,-0.2874663,-0.27861,-0.26981,-0.26109,-0.25246739,-0.24395711,-0.23558091,-0.22736,-0.21931,-0.21145,-0.2038,-0.19638157,-0.18921,-0.18231,-0.1757,-0.16939,-0.16341,-0.15777045,-0.15249732,-0.14761,-0.14312,-0.13905,-0.13543,-0.13226,-0.12957,-0.12737919,-0.12568,-0.12446,-0.12373,-0.12347,-0.12369,-0.12438,-0.12553859,-0.12715864,-0.12924,-0.13177,-0.13475,-0.13818,-0.14204622,-0.14631261,-0.15095,-0.15593,-0.16123,-0.1668,-0.17263,-0.1786685,-0.1849,-0.19129,-0.19780765,-0.20442119,-0.2111,-0.21781,-0.22453,-0.23122491,-0.23786,-0.24441,-0.25083426,-0.25711,-0.26321122,-0.26909871,-0.27474458,-0.28012,-0.28519,-0.2899251,-0.2943,-0.29827388,-0.30182461,-0.30492,-0.30752508,-0.30961336,-0.31115269,-0.31211807,-0.31251817,-0.3123739,-0.31170621,-0.31054,-0.30888,-0.30677195,-0.30422,-0.30125,-0.29788058,-0.29413514,-0.29003,-0.2856,-0.28085,-0.2758,-0.27049,-0.26492,-0.2591235,-0.25311686,-0.24692,-0.24056,-0.23405008,-0.22741532,-0.22067588,-0.21385,-0.20697,-0.20003882,-0.19309
1102,OAF,0,0,36.488,2.296e-07,0.00097651,-0.23022,-0.2204214,-0.2106422,-0.20091,-0.19123,-0.18164,-0.1721614,-0.16280615,-0.15359928,-0.14456,-0.13572,-0.12708,-0.11868,-0.1105324,-0.10266,-0.095086,-0.087829,-0.080912,-0.074354,-0.06817852,-0.06240545,-0.057056,-0.052152,-0.047715,-0.043764,-0.040323,-0.037411,-0.03504079,-0.033195,-0.031851,-0.030989,-0.030587,-0.030623,-0.031076,-0.03192439,-0.03314669,-0.034721,-0.036627,-0.038842,-0.041345,-0.04411613,-0.04713711,-0.050391,-0.053859,-0.057525,-0.061371,-0.065379,-0.06953214,-0.073812,-0.078202,-0.08268456,-0.08724135,-0.091855,-0.096509,-0.10118,-0.1058639,-0.11053,-0.11517,-0.11975471,-0.12428,-0.12871585,-0.13305397,-0.13727371,-0.14136,-0.14529,-0.14904733,-0.15262,-0.15598293,-0.15912406,-0.16202,-0.16466523,-0.16703019,-0.16910133,-0.17086432,-0.17232355,-0.17349027,-0.17437573,-0.17499,-0.17535,-0.17545705,-0.17533,-0.17498,-0.17441204,-0.17364369,-0.17268,-0.17154,-0.17024,-0.16877,-0.16716,-0.16541,-0.16354005,-0.16155665,-0.15947,-0.1573,-0.15504394,-0.15272303,-0.15034587,-0.14792,-0.14547,-0.14298938,-0.1405
