,gene,Group1,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Group11,Group12,Group13,Group14,Group15,statisticsValue,P-value,Adj P-value
1734,MALAT1,-0.23988,-0.266,-0.29363,-0.27567,-0.27582,-0.28179,0.40195,0.92146,-0.19096,-0.24472,-0.19923,-0.15778,-0.27705,-0.18809,-0.23428,1170.31601,4.17e-241,3.06e-237
1735,MAN1A1,-0.10399,-0.13445,-0.14486,-0.19488,-0.16493,-0.18083,-0.18345,-0.01988,-0.16029,-0.09887,-0.02778,-0.13375,-0.04721,-0.0021,-0.05971,64.5691,1.83e-08,8.5e-05
1736,MANBA,-0.17411,-0.15706,-0.17865,-0.16558,-0.15303,-0.17959,-0.16052,-0.19781,-0.14151,-0.12345,0.00341,-0.03097,-0.16069,-0.20404,-0.19164,64.56031,1.83e-08,8.53e-05
1737,MANF,-0.30028,-0.29981,-0.2493,-0.05603,-0.13414,-0.26573,-0.31983,-0.31117,-0.03068,0.06172,0.47465,0.04047,-0.23977,-0.19315,0.00459,685.27804,3.57e-137,2.58e-133
1738,MAP2K2,-0.2219,-0.21568,-0.22566,-0.19802,-0.20615,-0.03552,-0.17549,-0.19771,-0.21188,-0.20422,-0.1267,-0.16401,-0.22552,-0.22081,-0.2028,97.29631,1.56e-14,8.66e-11
1739,MAP2K3,-0.28029,-0.26452,-0.28115,-0.23515,-0.27609,-0.16297,0.21681,0.89673,-0.26208,-0.27196,-0.25222,-0.24781,-0.28158,-0.27439,-0.27297,971.91443,1.66e-198,1.21e-194
1740,MAP3K12,-0.03515,-0.0433,-0.0665,-0.04991,-0.07545,-0.08198,0.11253,0.10195,-0.06624,-0.07703,-0.07875,-0.07517,-0.06919,-0.04137,-0.07909,110.53015,4.42e-17,2.55e-13
1741,MAP3K13,-0.28022,-0.23593,-0.25089,-0.21169,-0.13888,-0.05421,-0.32211,-0.33205,-0.27241,-0.16384,-0.15044,-0.12983,-0.28068,-0.29631,-0.2073,156.09928,4.31e-26,2.67e-22
1742,MAP4K4,-0.27584,-0.23564,-0.25566,-0.22156,-0.08532,-0.03536,-0.05575,-0.16723,-0.15177,-0.18618,-0.23353,-0.16969,-0.20473,-0.14903,-0.06093,114.28385,8.23e-18,4.79e-14
1743,MAP7,-0.1756,-0.17053,-0.14669,-0.17456,-0.08541,-0.05502,-0.25521,-0.26842,-0.24523,-0.16056,-0.23799,-0.27024,-0.17673,-0.2295,-0.28609,128.98222,1.08e-20,6.46e-17
1744,MAPK14,-0.20081,-0.20347,-0.1678,-0.15143,-0.15066,-0.17326,-0.22017,-0.22924,-0.15752,-0.09611,-0.04515,-0.04424,-0.18195,-0.22211,-0.2221,52.3501,2.45e-06,0.01
1745,MAPK1IP1L,-0.26207,-0.23129,-0.23374,-0.11224,-0.09376,-0.04159,-0.23946,-0.34214,-0.23233,-0.11835,-0.17675,-0.15975,-0.19067,-0.22916,-0.14024,141.50845,3.56e-23,2.16e-19
1746,MAPK6,-0.07753,-0.10958,-0.10296,-0.10598,-0.11329,-0.10544,-0.08176,0.0116,-0.09793,-0.10543,-0.09206,-0.06667,-0.11189,-0.09904,-0.09664,49.78544,6.63e-06,0.0261
1747,MAPK8,-0.06445,-0.09281,-0.08834,-0.09307,-0.10355,-0.1013,-0.00396,-0.00509,-0.09354,-0.10791,-0.11071,-0.10843,-0.0936,-0.06408,-0.09921,55.77515,6.37e-07,0.00271
1748,MAPKAPK2,-0.24391,-0.24878,-0.22444,-0.26234,-0.24838,-0.22143,-0.25411,-0.21724,-0.14643,-0.06252,0.0889,0.17132,-0.14597,-0.04075,1.78875,384.55644,2.26e-73,1.57e-69
1749,MAPKAPK3,-0.19924,-0.21773,-0.11005,-0.17305,-0.19255,-0.24678,-0.315,-0.28289,-0.18433,-0.05247,0.08119,0.03996,-0.04519,-0.17026,-0.13803,195.36752,4.85e-34,3.1e-30
1750,MAPRE1,-0.27134,-0.17615,-0.17356,0.00593,-0.02078,-0.03562,-0.36093,-0.3723,0.01699,-0.08846,-0.15222,-0.05866,-0.22751,-0.1427,-0.00458,210.62361,3.68e-37,2.39e-33
1751,MAPRE2,-0.1748,-0.10092,-0.17035,0.14401,-0.02344,-0.14461,-0.30694,-0.28197,-0.1083,-0.08091,-0.20018,-0.20692,-0.15413,-0.03019,-0.06367,102.31262,1.71e-15,9.65e-12
1752,MARC1,-0.04371,-0.0995,-0.11199,-0.10717,-0.12008,-0.17132,-0.10941,-0.19241,-0.08878,-0.08231,0.17903,0.06878,-0.035,-0.19241,-0.15512,130.69228,4.96e-21,2.97e-17
1753,MARCH2,-0.0747,-0.075,-0.11056,-0.07714,-0.11925,-0.08135,-0.05309,-0.01862,-0.08488,-0.10313,-0.08521,-0.10497,-0.1093,-0.09068,-0.07693,63.62193,2.69e-08,0.000124
1754,MARCH3,-0.12279,-0.11377,-0.12739,-0.09888,-0.11866,-0.09158,-0.05136,0.01199,-0.12644,-0.1325,-0.12212,-0.13181,-0.12435,-0.10684,-0.14726,60.72438,8.75e-08,0.000392
1755,MARCH8,-0.19222,-0.20505,-0.21839,-0.2022,-0.20135,-0.16039,-0.08025,0.51899,-0.19235,-0.21388,-0.2179,-0.22572,-0.21515,-0.22271,-0.20322,503.03599,2.11e-98,1.49e-94
1756,MARCKS,-0.10006,-0.1088,-0.11858,-0.12155,-0.14013,-0.13598,-0.18062,-0.15523,-0.12287,-0.11114,0.34191,-0.09756,-0.13546,-0.13183,-0.10901,268.54539,4.13e-49,2.77e-45
1757,MARCKSL1,-0.28339,-0.0293,-0.21796,0.00023,0.12401,0.05976,-0.36662,-0.38869,-0.1513,-0.26803,-0.37612,-0.36768,-0.29815,-0.29944,-0.0425,491.50882,5.84e-96,4.13e-92
1758,MARK3,-0.22603,-0.19296,-0.20839,-0.18552,-0.16321,-0.13332,0.12135,0.24045,-0.18092,-0.18715,-0.2005,-0.16927,-0.19133,-0.2098,-0.1955,224.15275,6.16e-40,4.02e-36
1759,MARVELD1,-0.19105,-0.17204,-0.13366,-0.03754,-0.16779,-0.17799,-0.26572,-0.17257,-0.20301,-0.10471,-0.04609,-0.00839,-0.15418,-0.2137,-0.21863,52.38272,2.42e-06,0.00989
1760,MAST1,-0.03119,-0.04914,-0.06488,-0.08036,-0.07646,-0.08923,-0.05867,0.07472,-0.08035,-0.07819,-0.07365,-0.06795,-0.06561,-0.04928,-0.08895,74.96628,2.4e-10,1.21e-06
1761,MAT2A,-0.32838,-0.22288,-0.20204,-0.26444,-0.2345,-0.10365,-0.18991,-0.50616,-0.18691,-0.08766,0.03266,0.00951,-0.25576,-0.18685,-0.19452,308.50148,1.99e-57,1.35e-53
1762,MATR3,-0.27602,-0.22695,-0.18469,-0.16141,-0.15742,-0.10168,-0.29545,-0.38262,-0.21562,-0.10183,-0.09934,-0.13472,-0.15009,-0.12834,-0.19901,128.70105,1.23e-20,7.33e-17
1763,MAX,-0.08005,0.06656,-0.05846,0.34887,0.08509,-0.25719,-0.32829,-0.3186,0.05363,-0.01883,-0.04359,-0.04883,-0.1097,-0.0659,-0.20802,235.78676,2.48e-42,1.63e-38
1764,MAZ,-0.39549,-0.27498,-0.21339,-0.17207,-0.21299,-0.01026,-0.20481,-0.39865,-0.24514,-0.12855,-0.21411,-0.20132,-0.1998,-0.13927,-0.13527,253.4883,5.46e-46,3.62e-42
1765,MBD2,-0.25818,-0.24644,-0.23485,-0.25706,-0.16287,-0.04939,-0.22197,-0.25415,-0.20222,-0.17637,-0.14901,-0.06759,-0.23459,-0.17103,-0.09372,101.67766,2.26e-15,1.27e-11
1766,MBD3,-0.02136,-0.07666,-0.08845,-0.09728,-0.09418,-0.09967,0.00216,0.03798,-0.08942,-0.11009,-0.09243,-0.10812,-0.0994,-0.08639,-0.09924,87.90903,9.41e-13,5.04e-09
1767,MBD4,-0.23029,-0.22892,-0.20718,-0.2125,-0.22722,-0.09569,-0.19978,-0.22529,-0.2105,-0.14558,-0.09008,-0.06164,-0.23738,-0.22642,-0.15915,63.2012,3.2e-08,0.000147
1768,MBIP,-0.0753,-0.11607,-0.12121,-0.11557,-0.12363,-0.10783,-0.07347,0.00421,-0.1126,-0.11859,-0.12227,-0.11987,-0.11493,-0.1008,-0.12248,62.46697,4.31e-08,0.000197
1769,MBNL1,-0.20155,-0.21859,-0.26311,-0.11825,-0.19953,-0.13199,-0.20323,-0.33218,-0.18811,-0.17542,-0.02837,0.07271,-0.20015,-0.25708,-0.19066,118.2486,1.39e-18,8.13e-15
1770,MBNL3,-0.17862,-0.15363,-0.1399,-0.13309,-0.12114,-0.1199,-0.08713,0.16806,-0.12302,-0.12949,-0.18409,-0.16646,-0.14131,-0.10582,-0.11921,125.2545,5.86e-20,3.48e-16
1771,MBOAT2,-0.30775,-0.27514,-0.29752,-0.22257,-0.26437,-0.00927,0.24373,-0.03923,-0.25805,-0.29039,-0.23726,-0.25694,-0.29924,-0.29961,-0.28896,279.1212,2.63e-51,1.77e-47
1772,MBOAT7,-0.09547,-0.06324,-0.02256,-0.23487,-0.20045,-0.22911,-0.21986,-0.21702,0.00975,-0.02947,-0.10494,-0.04534,-0.089,-0.21534,-0.17671,101.99029,1.97e-15,1.11e-11
1773,MBTD1,-0.1107,-0.12429,-0.12821,-0.1272,-0.12116,-0.12254,-0.06983,-0.00073,-0.13142,-0.12246,-0.10825,-0.11109,-0.12975,-0.12651,-0.10825,56.42395,4.92e-07,0.00211
1774,MBTPS1,-0.23218,-0.21643,-0.2297,-0.05843,-0.12967,-0.13179,-0.224,-0.22876,-0.14234,-0.13884,-0.10334,-0.08493,-0.22599,-0.21343,-0.20618,54.84127,9.22e-07,0.00386
1775,MCAT,-0.04257,-0.10598,-0.11053,-0.09639,-0.11171,-0.11387,0.0013,-0.02796,-0.08603,-0.1146,-0.10455,-0.11922,-0.11282,-0.10606,-0.05546,73.92378,3.73e-10,1.86e-06
1776,MCL1,-0.26064,-0.21088,-0.17177,-0.19764,-0.16886,-0.20517,-0.2992,-0.30852,0.07651,-0.08404,-0.03879,0.33537,-0.23007,-0.26963,-0.09521,235.89813,2.35e-42,1.54e-38
1777,MCM10,-0.23238,-0.19428,-0.19912,-0.17566,-0.1836,-0.04307,-0.10431,-0.18526,-0.18794,-0.14226,-0.203,-0.19902,-0.20941,-0.2024,-0.15835,88.70725,6.66e-13,3.57e-09
1778,MCM2,-0.47784,-0.34948,-0.2334,-0.2956,-0.29241,0.04477,0.03924,-0.44909,-0.16599,-0.13907,-0.16038,-0.23366,-0.22437,-0.21194,-0.17363,459.85024,2.94e-89,2.07e-85
1779,MCM3,-0.41249,-0.25034,-0.1847,-0.21229,-0.23602,0.04444,-0.21751,-0.43329,-0.17514,-0.10422,-0.30115,-0.28545,-0.20025,-0.16251,-0.07944,419.27471,1.1e-80,7.64e-77
1780,MCM4,-0.42502,-0.37141,-0.21957,-0.26963,-0.30093,0.01932,0.22874,-0.37664,-0.16999,-0.11317,-0.27006,-0.18934,-0.24087,-0.24083,-0.17804,382.20042,7.08e-73,4.9e-69
1781,MCM5,-0.34539,-0.29973,-0.21162,-0.21586,-0.21068,-0.04095,-0.11608,-0.32881,-0.17075,-0.15528,-0.17215,-0.18825,-0.25116,-0.19009,-0.18533,172.09329,2.59e-29,1.62e-25
1782,MCM6,-0.49487,-0.3459,-0.16512,-0.19673,-0.22208,0.13579,-0.25415,-0.53675,-0.1614,-0.11129,-0.3563,-0.26786,-0.23129,-0.1636,-0.08729,785.74895,1.23e-158,8.95e-155
1783,MCM7,-0.46171,-0.3134,-0.24728,-0.27664,-0.25287,0.07069,0.75436,-0.41307,-0.17479,-0.12741,-0.26156,-0.30981,-0.29535,-0.26398,-0.15419,592.55764,2.04e-117,1.46e-113
1784,MCM8,-0.19874,-0.21714,-0.16442,-0.19805,-0.19925,-0.05971,-0.04198,-0.17454,-0.15869,-0.16989,-0.17205,-0.17634,-0.20096,-0.18306,-0.1672,60.46767,9.71e-08,0.000434
1785,MCMBP,-0.251,-0.21081,-0.18663,-0.16419,-0.19581,-0.09738,-0.23049,-0.23819,-0.06686,-0.16382,-0.19694,-0.02379,-0.20965,-0.15191,-0.09955,76.11943,1.47e-10,7.47e-07
1786,MCPH1,-0.05835,-0.08568,-0.10501,-0.1102,-0.10637,-0.09544,-0.04,0.01062,-0.09565,-0.11587,-0.11361,-0.11407,-0.09377,-0.0827,-0.09038,68.76887,3.22e-09,1.55e-05
1787,MCU,0.00269,0.02617,-0.04295,-0.07243,-0.06956,-0.0767,0.06378,0.03044,-0.0481,-0.0947,-0.00806,-0.07823,-0.03911,-0.05037,-0.13306,61.72533,5.83e-08,0.000264
1788,MCUR1,-0.23214,-0.23382,-0.2058,-0.17817,-0.22782,-0.06388,-0.20676,-0.21225,-0.16313,-0.16705,-0.12666,-0.13705,-0.2269,-0.22084,-0.15418,73.08865,5.3e-10,2.64e-06
1789,MDH1,-0.28451,-0.27016,-0.19238,-0.22301,-0.21369,-0.12416,-0.26663,-0.29868,-0.14927,-0.12833,-0.08825,-0.09991,-0.24302,-0.20109,-0.16648,79.90895,2.94e-11,1.52e-07
1790,MDH2,-0.35383,-0.25591,-0.23808,-0.15713,-0.16645,-0.05361,-0.40822,-0.40643,-0.2207,-0.13289,-0.07176,-0.02748,-0.22623,-0.29172,-0.20008,278.4881,3.56e-51,2.39e-47
1791,MDK,0.15115,0.0715,0.10534,-0.09703,-0.12683,-0.21734,-0.24207,-0.20628,-0.17814,-0.11267,-0.22218,-0.21309,-0.01478,-0.07352,-0.15232,201.19726,3.13e-35,2.01e-31
1792,MDM4,-0.23051,-0.14662,-0.17452,-0.20575,-0.18557,-0.17538,-0.22518,-0.32813,0.00083,-0.08823,-0.21477,-0.00229,-0.13373,-0.06666,0.09345,90.15849,3.54e-13,1.91e-09
1793,MDN1,-0.23634,-0.22334,-0.19503,-0.20402,-0.21257,-0.04802,-0.18414,-0.20598,-0.20464,-0.17446,-0.16328,-0.18589,-0.19927,-0.20882,-0.2058,84.0692,4.94e-12,2.6e-08
1794,MEA1,-0.23489,-0.188,-0.1839,-0.14441,-0.14695,-0.12013,-0.28832,-0.271,-0.14948,-0.1704,-0.11084,-0.13673,-0.19771,-0.19993,-0.16745,65.01212,1.52e-08,7.11e-05
1795,MEAF6,-0.20544,-0.19094,-0.17762,-0.14495,-0.17151,-0.10191,-0.27501,-0.2698,-0.18105,-0.14805,-0.2046,-0.19263,-0.17542,-0.23446,-0.15903,60.72753,8.74e-08,0.000392
1796,MED1,-0.25772,-0.20989,-0.22611,-0.16368,-0.14701,-0.07068,-0.19172,-0.27943,-0.18426,-0.10617,-0.20644,-0.15335,-0.17635,-0.20927,-0.20364,81.70038,1.37e-11,7.11e-08
1797,MED13L,-0.1841,-0.1426,-0.16269,-0.16478,-0.1379,-0.17384,-0.17179,-0.13833,-0.03133,-0.11405,-0.16267,-0.09601,0.00995,0.24297,-0.05398,76.01943,1.54e-10,7.78e-07
1798,MED15,-0.08411,-0.09717,-0.10521,-0.10042,-0.10468,-0.11147,-0.03377,0.01968,-0.09837,-0.10621,-0.08235,-0.09205,-0.10744,-0.09692,-0.10666,55.66737,6.65e-07,0.00282
1799,MED19,-0.02522,-0.07898,-0.07679,-0.0528,-0.09743,-0.08998,0.04314,0.02313,-0.08326,-0.10329,-0.09671,-0.09901,-0.07937,-0.06189,-0.07832,80.72154,2.08e-11,1.08e-07
1800,MED24,-0.27518,-0.27062,-0.2358,-0.13756,-0.21974,-0.05515,-0.18659,-0.26101,-0.20328,-0.19982,-0.15633,-0.14723,-0.2447,-0.24963,-0.13773,100.44096,3.9e-15,2.19e-11
1801,MED28,-0.1773,-0.1911,-0.14242,-0.06766,-0.11116,-0.08268,-0.32951,-0.33825,-0.17832,-0.09777,-0.16898,-0.10143,-0.09648,-0.19086,-0.22347,96.64472,2.08e-14,1.15e-10
1802,MED4,-0.27051,-0.25242,-0.1977,-0.18996,-0.12273,-0.05692,-0.23276,-0.30084,-0.19834,-0.17142,-0.2027,-0.19623,-0.12028,-0.19917,-0.22608,108.67235,1.01e-16,5.82e-13
1803,MED7,-0.02469,-0.03619,-0.06243,-0.04017,-0.06095,-0.07932,-0.01039,0.05388,-0.05649,-0.058,-0.07616,-0.0826,-0.06126,-0.06068,-0.05146,73.01372,5.46e-10,2.72e-06
1804,MEF2A,-0.06463,-0.07638,-0.10139,-0.11683,-0.07357,-0.11806,-0.03114,0.00843,-0.10309,-0.11186,-0.11002,-0.0523,-0.09321,-0.06836,-0.0165,62.66815,3.97e-08,0.000182
1805,MEF2C,-0.13691,-0.15406,-0.15719,0.36017,-0.02975,-0.15149,-0.27969,-0.26231,-0.23063,-0.18091,-0.2615,-0.1258,-0.09153,0.09736,0.04667,126.59843,3.18e-20,1.9e-16
1806,MEF2D,-0.19314,-0.20384,-0.18113,-0.15709,-0.19272,-0.21119,-0.18196,-0.09994,-0.15976,-0.05892,-0.10584,0.43823,-0.15711,-0.046,0.22936,182.90663,1.66e-31,1.05e-27
1807,MESDC2,-0.21665,-0.2187,-0.16583,-0.15928,-0.17324,-0.1637,-0.20106,-0.20417,-0.13993,-0.09562,-0.02505,-0.08352,-0.19879,-0.18557,-0.14053,55.83208,6.23e-07,0.00265
1808,MEST,-0.2108,-0.15895,-0.14358,0.08641,-0.02883,-0.11178,-0.35326,-0.33918,-0.20395,-0.00119,-0.19254,-0.23208,-0.18116,-0.28399,-0.28888,123.56144,1.26e-19,7.47e-16
1809,METAP2,-0.41969,-0.39431,-0.4074,-0.31532,-0.28659,0.18554,0.19482,-0.26741,-0.3764,-0.32611,-0.36544,-0.33998,-0.37755,-0.29549,-0.33171,837.68331,9.56e-170,6.96e-166
1810,METTL15,-0.02252,-0.04152,-0.03774,-0.03343,-0.05569,-0.0934,0.10014,0.00365,-0.06567,-0.09087,-0.09436,-0.09523,-0.04046,-0.00551,-0.08546,93.06186,9.99e-14,5.45e-10
1811,METTL17,-0.21913,-0.20964,-0.21176,-0.22748,-0.16591,-0.08234,-0.16611,-0.19611,-0.19271,-0.1444,-0.11953,-0.1136,-0.20405,-0.21694,-0.18134,52.48305,2.33e-06,0.00951
1812,METTL21A,-0.2355,-0.23829,-0.22439,-0.1904,-0.19356,-0.06326,-0.20783,-0.21038,-0.18543,-0.17693,-0.15087,-0.15976,-0.22145,-0.23402,-0.21335,74.34604,3.12e-10,1.56e-06
1813,METTL22,-0.0656,-0.07274,-0.06573,-0.04513,-0.10493,-0.08346,0.00224,0.05873,-0.07392,-0.078,-0.06477,-0.0664,-0.07439,-0.06716,-0.06797,54.93499,8.88e-07,0.00373
1814,METTL3,-0.03821,-0.06932,-0.06503,-0.0782,-0.07086,-0.08776,0.00473,0.01634,-0.07602,-0.09157,-0.09455,-0.08161,-0.06078,-0.03587,-0.07275,57.3362,3.42e-07,0.00148
1815,METTL5,-0.245,-0.22224,-0.23295,-0.10072,-0.1093,0.01366,-0.29331,-0.29475,-0.19928,-0.17353,-0.14775,-0.17145,-0.20543,-0.22823,-0.21572,181.03113,4e-31,2.53e-27
1816,METTL8,-0.11692,-0.12434,-0.14484,-0.13523,-0.1297,-0.10649,-0.1094,-0.01191,-0.14982,-0.1217,-0.10589,-0.11638,-0.13738,-0.13487,-0.14765,51.75593,3.09e-06,0.0125
1817,METTL9,-0.19103,-0.11767,-0.15678,-0.22748,-0.12021,-0.02299,-0.37642,-0.35483,0.10795,-0.11821,-0.29146,0.1037,-0.13948,-0.10059,-0.06417,252.79069,7.61e-46,5.05e-42
1818,MFF,-0.22704,-0.19385,-0.19427,-0.0773,-0.18179,-0.10588,-0.28164,-0.2723,-0.17401,-0.16253,-0.13953,-0.15268,-0.19794,-0.21226,-0.17767,64.53915,1.85e-08,8.6e-05
1819,MFHAS1,-0.26164,-0.24234,-0.23018,-0.26441,-0.23303,-0.09099,0.48784,0.04477,-0.22104,-0.23323,-0.27007,-0.24101,-0.23536,-0.22679,-0.22574,252.59194,8.36e-46,5.55e-42
1820,MFNG,-0.21215,-0.21112,-0.21877,-0.10233,-0.12289,-0.14621,-0.20815,-0.23579,-0.21267,-0.1298,-0.08361,-0.09558,-0.18409,-0.21329,-0.23032,49.51074,7.37e-06,0.0289
1821,MFSD1,-0.25127,-0.21198,-0.14478,-0.18988,-0.17118,-0.25798,-0.33431,-0.3369,-0.21124,0.02682,0.27078,0.25544,-0.22506,-0.29589,-0.25298,490.27258,1.07e-95,7.55e-92
1822,MFSD10,-0.21312,-0.22432,-0.22037,-0.21192,-0.2238,-0.23659,-0.2655,-0.25662,-0.10183,-0.13461,0.47899,0.08558,-0.21912,-0.21026,-0.23785,569.45809,1.67e-112,1.19e-108
1823,MFSD12,-0.00848,-0.06069,-0.05546,-0.08319,-0.07307,-0.08515,0.08416,0.04492,-0.02292,-0.08078,-0.0317,-0.04826,-0.0089,-0.06829,-0.08116,97.04886,1.74e-14,9.64e-11
1824,MFSD14B,-0.23257,-0.23343,-0.22316,-0.20498,-0.19734,-0.0974,-0.18156,-0.22195,-0.2146,-0.16223,-0.06248,-0.09241,-0.17527,-0.22527,-0.1871,70.28275,1.72e-09,8.37e-06
1825,MFSD2B,-0.23451,-0.22756,-0.21137,-0.19298,-0.15151,-0.0172,0.01955,-0.06766,-0.19071,-0.19949,-0.18518,-0.21799,-0.23055,-0.22876,-0.23194,126.04981,4.08e-20,2.43e-16
1826,MGAT1,-0.24518,-0.22359,-0.18148,-0.20994,-0.19829,-0.1688,-0.23269,-0.22967,-0.14004,-0.09244,-0.09008,0.09,-0.12239,-0.14711,0.04662,82.26133,1.07e-11,5.62e-08
1827,MGAT4B,-0.34431,-0.28118,-0.33537,-0.16119,-0.20439,0.1168,-0.09317,-0.33121,-0.29837,-0.29837,-0.30361,-0.31652,-0.34124,-0.35532,-0.35052,520.3941,4.39e-102,3.12e-98
1828,MGAT5,-0.09434,-0.10801,-0.11274,-0.10965,-0.11112,-0.14508,-0.17621,-0.08382,-0.09432,-0.08854,0.13583,-0.01912,-0.11282,-0.10352,-0.1074,95.41595,3.56e-14,1.96e-10
1829,MGST1,-0.28523,-0.27822,-0.08425,-0.33681,-0.32522,-0.32025,-0.38983,-0.31763,-0.21438,0.29706,0.8653,0.59226,-0.22694,-0.35658,-0.32008,1454.63035,2.8e-302,2.07e-298
1830,MGST2,-0.32265,-0.3061,-0.30001,-0.24579,-0.24731,-0.04502,-0.31747,-0.26388,-0.28579,-0.18328,-0.00221,-0.05293,-0.24672,-0.33388,-0.2462,248.32655,6.38e-45,4.23e-41
1831,MGST3,-0.33175,-0.36587,-0.33043,-0.34882,-0.37028,-0.17632,0.9891,0.40908,-0.34228,-0.2798,-0.30921,-0.22529,-0.3263,-0.36166,-0.31357,771.02399,1.74e-155,1.26e-151
1832,MICAL1,-0.08845,-0.09391,-0.10116,-0.08671,-0.10419,-0.15004,-0.17105,-0.13425,-0.09203,-0.09328,-0.08334,0.08067,-0.09158,-0.09512,-0.08864,49.12622,8.55e-06,0.0333
1833,MICAL2,-0.1882,-0.15122,-0.17597,-0.13272,-0.10416,-0.08193,-0.09024,0.14317,-0.16117,-0.18542,-0.17583,-0.16188,-0.18527,-0.17889,-0.18353,128.72767,1.21e-20,7.24e-17
1834,MICU2,-0.23659,-0.22087,-0.22081,-0.20715,-0.22025,-0.0507,-0.10458,-0.21078,-0.20614,-0.16676,-0.16406,-0.15834,-0.23309,-0.22126,-0.15104,75.32672,2.06e-10,1.04e-06
1835,MID1IP1,-0.24979,-0.25738,-0.23807,-0.2289,-0.21843,-0.15402,-0.22125,-0.21043,-0.19444,-0.13607,-0.03353,0.02468,-0.22781,-0.11746,-0.22055,71.78452,9.15e-10,4.52e-06
1836,MIEF1,-0.23455,-0.21603,-0.22551,-0.19973,-0.17985,-0.08959,-0.21037,-0.20367,-0.20381,-0.15718,-0.09986,-0.11744,-0.19156,-0.21748,-0.24175,61.27653,7e-08,0.000315
1837,MIEN1,-0.26351,-0.2284,-0.21045,-0.21199,-0.22743,-0.07686,-0.25241,-0.25296,-0.17738,-0.18308,-0.17627,-0.1577,-0.22063,-0.20239,-0.18143,73.56051,4.34e-10,2.17e-06
1838,MIF,-0.4119,-0.26577,-0.08352,-0.08,-0.13797,0.03559,-0.67931,-0.6474,-0.26902,0.11411,0.15878,-0.14767,-0.14968,-0.18457,-0.35753,1061.58805,9.47e-218,6.94e-214
1839,MINOS1,-0.32104,-0.30983,-0.27883,-0.21979,-0.28248,-0.02079,-0.32331,-0.30353,-0.26461,-0.1534,-0.09088,-0.11892,-0.25587,-0.2752,-0.19586,226.38375,2.14e-40,1.4e-36
1840,MINPP1,-0.35727,-0.223,-0.36063,-0.07717,-0.08838,0.02474,0.35521,0.04433,-0.25064,-0.36166,-0.37207,-0.36159,-0.35,-0.3775,-0.37421,516.34952,3.17e-101,2.25e-97
1841,MIPEP,-0.0811,-0.08203,-0.11939,-0.1261,-0.11444,-0.0785,0.05111,-0.04215,-0.13166,-0.1209,-0.1377,-0.13008,-0.1278,-0.12146,-0.13257,57.28032,3.5e-07,0.00151
1842,MIR223,-0.17699,-0.10847,-0.14534,-0.08963,-0.02929,-0.1965,-0.25725,-0.25725,0.11028,-0.10704,0.07783,-0.07311,-0.19459,-0.1812,-0.19107,147.58063,2.19e-24,1.34e-20
1843,MIR22HG,-0.0656,-0.08494,-0.07016,-0.08494,-0.07099,-0.0619,-0.00374,0.00289,-0.0624,-0.07126,-0.0807,-0.07722,-0.08494,-0.08494,-0.08494,239.24561,4.79e-43,3.15e-39
1844,MIS18A,-0.23582,-0.21365,-0.17967,-0.20806,-0.21935,-0.07662,-0.1951,-0.22487,-0.19715,-0.14104,-0.12815,-0.18865,-0.2054,-0.21621,-0.19407,62.31956,4.58e-08,0.000209
1845,MIS18BP1,-0.25951,-0.23034,-0.1537,-0.18384,-0.13689,-0.15094,-0.11354,-0.24408,-0.13854,-0.08434,-0.08667,-0.03564,-0.1805,-0.20338,-0.0206,50.62819,4.79e-06,0.0191
1846,MKI67,-0.30763,-0.26364,-0.25114,-0.22603,-0.22178,-0.10727,1.19877,0.00535,-0.21591,-0.22614,-0.2262,-0.22365,-0.24201,-0.2265,-0.04457,387.96012,4.35e-74,3.01e-70
1847,MKKS,-0.2552,-0.23893,-0.22028,-0.23708,-0.16101,-0.11216,-0.25076,-0.23605,-0.21686,-0.18028,-0.00668,-0.14192,-0.21671,-0.2266,-0.23365,98.73825,8.27e-15,4.62e-11
1848,MKNK2,-0.245,-0.25981,-0.2337,-0.26742,-0.25567,-0.10256,0.27612,0.12939,-0.23381,-0.23169,-0.22112,-0.1903,-0.23049,-0.22788,-0.24397,219.29162,6.14e-39,4e-35
1849,MKRN1,-0.18135,-0.18298,-0.18578,-0.1733,-0.17092,-0.17163,-0.12225,0.42069,-0.17219,-0.18951,-0.17965,-0.17585,-0.18755,-0.18588,-0.19273,387.34627,5.85e-74,4.05e-70
1850,MLC1,-0.28531,-0.18929,-0.25331,0.00876,-0.08167,-0.09229,-0.40696,-0.36839,-0.31896,-0.17477,0.0825,-0.19665,-0.28867,-0.31668,-0.35223,291.55218,6.81e-54,4.59e-50
1851,MLEC,-0.30579,-0.25347,-0.2226,-0.0968,-0.21267,-0.18684,-0.3067,-0.28256,-0.03463,-0.05583,0.11702,0.00344,-0.22363,-0.23252,-0.11263,234.18172,5.3e-42,3.48e-38
1852,MLLT3,0.01747,-0.06002,-0.17819,-0.13972,-0.10708,-0.0589,-0.20894,-0.14449,-0.22377,-0.21396,-0.23769,-0.25459,-0.21479,-0.22195,-0.24158,108.95762,8.91e-17,5.13e-13
1853,MMADHC,-0.26759,-0.26892,-0.23398,-0.07226,-0.19804,0.01968,-0.3095,-0.29882,-0.26303,-0.24472,-0.28147,-0.27464,-0.24982,-0.24564,-0.17151,238.72738,6.13e-43,4.03e-39
